valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,value,pop,incValue,valueYearCumSum,valueMean3y,trend,prct,deltaValue,deltaIncValue,incValuePrctChange,valueMean5y,dataComplete
cases,2018,year,AR,canton,all,agegroup_food,all,44.0,55234.0,79.66,,36.0,,0.6,,,,,True
cases,2018,year,BE,canton,all,agegroup_food,all,925.0,1034977.0,89.37,,915.0,,12.1,,,,,True
cases,2018,year,BL,canton,all,agegroup_food,all,375.0,288132.0,130.15,,364.7,,4.9,,,,,True
cases,2018,year,BS,canton,all,agegroup_food,all,186.0,194766.0,95.5,,204.7,,2.4,,,,,True
cases,2018,year,CH,country,all,agegroup_food,all,7673.0,8544527.0,89.8,,7629.0,,99.3,,,,,True
cases,2018,year,CHFL,CHFL,all,agegroup_food,all,7728.0,8582905.0,90.04,,7681.7,rising,100.0,486.0,5.06,6.0,7492.2,True
cases,2018,year,FL,country,all,agegroup_food,all,55.0,38378.0,143.31,,52.7,,0.7,,,,,True
cases,2018,year,FR,canton,all,agegroup_food,all,351.0,318714.0,110.13,,328.7,,4.6,,,,,True
cases,2018,year,GE,canton,all,agegroup_food,all,612.0,499480.0,122.53,,565.7,,8.0,,,,,True
cases,2018,year,GL,canton,all,agegroup_food,all,25.0,40403.0,61.88,,29.3,,0.3,,,,,True
cases,2018,year,GR,canton,all,agegroup_food,all,154.0,198379.0,77.63,,173.7,,2.0,,,,,True
cases,2018,year,JU,canton,all,agegroup_food,all,107.0,73419.0,145.74,,97.0,,1.4,,,,,True
cases,2018,year,LU,canton,all,agegroup_food,all,331.0,409557.0,80.82,,351.0,,4.3,,,,,True
cases,2018,year,NE,canton,all,agegroup_food,all,214.0,176850.0,121.01,,183.7,,2.8,,,,,True
cases,2018,year,NW,canton,all,agegroup_food,all,46.0,43223.0,106.42,,47.3,,0.6,,,,,True
cases,2018,year,OW,canton,all,agegroup_food,all,24.0,37841.0,63.42,,38.7,,0.3,,,,,True
cases,2018,year,SG,canton,all,agegroup_food,all,382.0,507697.0,75.24,,357.0,,5.0,,,,,True
cases,2018,year,SH,canton,all,agegroup_food,all,72.0,81991.0,87.81,,66.3,,0.9,,,,,True
cases,2018,year,SO,canton,all,agegroup_food,all,257.0,273194.0,94.07,,259.0,,3.3,,,,,True
cases,2018,year,SZ,canton,all,agegroup_food,all,116.0,159165.0,72.88,,133.7,,1.5,,,,,True
cases,2018,year,TG,canton,all,agegroup_food,all,178.0,276472.0,64.38,,191.0,,2.3,,,,,True
cases,2018,year,TI,canton,all,agegroup_food,all,326.0,353343.0,92.26,,291.3,,4.2,,,,,True
cases,2018,year,UR,canton,all,agegroup_food,all,36.0,36433.0,98.81,,37.0,,0.5,,,,,True
cases,2018,year,VD,canton,all,agegroup_food,all,753.0,799145.0,94.23,,723.7,,9.8,,,,,True
cases,2018,year,VS,canton,all,agegroup_food,all,425.0,343955.0,123.56,,387.3,,5.5,,,,,True
cases,2018,year,ZG,canton,all,agegroup_food,all,92.0,126837.0,72.53,,102.0,,1.2,,,,,True
cases,2018,year,ZH,canton,all,agegroup_food,all,1165.0,1520968.0,76.6,,1190.3,,15.2,,,,,True
cases,2018,year,unknown,canton,all,agegroup_food,all,5.0,,,,9.0,,0.1,,,,,True
cases,2019,year,AG,canton,all,agegroup_food,all,490.0,685845.0,71.44,,489.3,,6.8,,,,,True
cases,2019,year,AI,canton,all,agegroup_food,all,11.0,16128.0,68.2,,11.7,,0.2,,,,,True
cases,2019,year,AR,canton,all,agegroup_food,all,23.0,55445.0,41.48,,31.7,,0.3,,,,,True
cases,2019,year,BE,canton,all,agegroup_food,all,762.0,1039474.0,73.31,,839.0,,10.6,,,,,True
cases,2019,year,BL,canton,all,agegroup_food,all,303.0,289468.0,104.67,,336.0,,4.2,,,,,True
cases,2019,year,BS,canton,all,agegroup_food,all,181.0,195844.0,92.42,,190.3,,2.5,,,,,True
cases,2019,year,CH,country,all,agegroup_food,all,7219.0,8606033.0,83.88,,7363.7,,99.5,,,,,True
cases,2019,year,CHFL,CHFL,all,agegroup_food,all,7253.0,8644780.0,83.9,,7407.7,falling,100.0,-475.0,-6.14,-6.8,7433.6,True
cases,2019,year,FL,country,all,agegroup_food,all,34.0,38747.0,87.75,,44.0,,0.5,,,,,True
cases,2019,year,FR,canton,all,agegroup_food,all,334.0,321783.0,103.8,,339.3,,4.6,,,,,True
cases,2019,year,GE,canton,all,agegroup_food,all,563.0,504128.0,111.68,,580.3,,7.8,,,,,True
cases,2019,year,GL,canton,all,agegroup_food,all,24.0,40590.0,59.13,,27.0,,0.3,,,,,True
cases,2019,year,GR,canton,all,agegroup_food,all,149.0,199021.0,74.87,,154.3,,2.1,,,,,True
cases,2019,year,JU,canton,all,agegroup_food,all,88.0,73584.0,119.59,,97.0,,1.2,,,,,True
cases,2019,year,LU,canton,all,agegroup_food,all,318.0,413120.0,76.98,,313.7,,4.4,,,,,True
cases,2019,year,NE,canton,all,agegroup_food,all,170.0,176496.0,96.32,,184.3,,2.4,,,,,True
cases,2019,year,NW,canton,all,agegroup_food,all,43.0,43087.0,99.8,,42.7,,0.6,,,,,True
