valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,type,value,pop,incValue,valueYearCumSum,valueMean3y,trend,prct,deltaValue,deltaIncValue,incValuePrctChange,valueMean5y,dataComplete
cases,2019,year,LU,canton,all,agegroup_food,all,all,57.0,413120.0,13.8,,61.0,,3.7,,,,,True
cases,2019,year,NE,canton,all,agegroup_food,all,all,41.0,176496.0,23.23,,40.0,,2.7,,,,,True
cases,2019,year,NW,canton,all,agegroup_food,all,all,10.0,43087.0,23.21,,9.3,,0.6,,,,,True
cases,2019,year,OW,canton,all,agegroup_food,all,all,7.0,37930.0,18.46,,6.7,,0.5,,,,,True
cases,2019,year,SG,canton,all,agegroup_food,all,all,83.0,510734.0,16.25,,83.0,,5.4,,,,,True
cases,2019,year,SH,canton,all,agegroup_food,all,all,13.0,82348.0,15.79,,14.0,,0.8,,,,,True
cases,2019,year,SO,canton,all,agegroup_food,all,all,62.0,275247.0,22.53,,54.7,,4.0,,,,,True
cases,2019,year,SZ,canton,all,agegroup_food,all,all,19.0,160480.0,11.84,,24.7,,1.2,,,,,True
cases,2019,year,TG,canton,all,agegroup_food,all,all,51.0,279547.0,18.24,,46.3,,3.3,,,,,True
cases,2019,year,TI,canton,all,agegroup_food,all,all,75.0,351491.0,21.34,,78.3,,4.9,,,,,True
cases,2019,year,UR,canton,all,agegroup_food,all,all,9.0,36703.0,24.52,,7.0,,0.6,,,,,True
cases,2019,year,VD,canton,all,agegroup_food,all,all,165.0,805098.0,20.49,,184.7,,10.7,,,,,True
cases,2019,year,VS,canton,all,agegroup_food,all,all,64.0,345525.0,18.52,,76.0,,4.2,,,,,True
cases,2019,year,ZG,canton,all,agegroup_food,all,all,21.0,127642.0,16.45,,23.7,,1.4,,,,,True
cases,2019,year,ZH,canton,all,agegroup_food,all,all,261.0,1539275.0,16.96,,263.3,,17.0,,,,,True
cases,2019,year,unknown,canton,all,agegroup_food,all,all,1.0,,,,,,0.1,,,,,True
cases,2020,year,AG,canton,all,agegroup_food,all,all,94.0,694072.0,13.54,,112.3,,7.6,,,,,True
cases,2020,year,AI,canton,all,agegroup_food,all,all,2.0,16293.0,12.28,,2.3,,0.2,,,,,True
cases,2020,year,AR,canton,all,agegroup_food,all,all,6.0,55309.0,10.85,,4.3,,0.5,,,,,True
cases,2020,year,BE,canton,all,agegroup_food,all,all,114.0,1043132.0,10.93,,135.0,,9.2,,,,,True
cases,2020,year,BL,canton,all,agegroup_food,all,all,47.0,290969.0,16.15,,60.3,,3.8,,,,,True
cases,2020,year,BS,canton,all,agegroup_food,all,all,37.0,196735.0,18.81,,39.7,,3.0,,,,,True
cases,2020,year,CH,country,all,agegroup_food,all,all,1243.0,8670300.0,14.34,,1415.7,,99.5,,,,,True
cases,2020,year,CHFL,CHFL,all,agegroup_food,all,all,1249.0,8709355.0,14.34,,1420.7,falling,100.0,-294.0,-3.51,-19.7,1523.6,True
cases,2020,year,FL,country,all,agegroup_food,all,all,6.0,39055.0,15.36,,5.0,,0.5,,,,,True
cases,2020,year,FR,canton,all,agegroup_food,all,all,46.0,325496.0,14.13,,50.7,,3.7,,,,,True
cases,2020,year,GE,canton,all,agegroup_food,all,all,84.0,506343.0,16.59,,103.3,,6.8,,,,,True
cases,2020,year,GL,canton,all,agegroup_food,all,all,6.0,40851.0,14.69,,6.7,,0.5,,,,,True
cases,2020,year,GR,canton,all,agegroup_food,all,all,35.0,200096.0,17.49,,31.7,,2.8,,,,,True
cases,2020,year,JU,canton,all,agegroup_food,all,all,6.0,73709.0,8.14,,12.7,,0.5,,,,,True
cases,2020,year,LU,canton,all,agegroup_food,all,all,71.0,416347.0,17.05,,61.7,,5.7,,,,,True
cases,2020,year,NE,canton,all,agegroup_food,all,all,26.0,175894.0,14.78,,32.0,,2.1,,,,,True
cases,2020,year,NW,canton,all,agegroup_food,all,all,0.0,43520.0,0.0,,5.0,,0.0,,,,,True
cases,2020,year,OW,canton,all,agegroup_food,all,all,8.0,38108.0,20.99,,7.0,,0.6,,,,,True
cases,2020,year,SG,canton,all,agegroup_food,all,all,55.0,514504.0,10.69,,70.7,,4.4,,,,,True
cases,2020,year,SH,canton,all,agegroup_food,all,all,11.0,83107.0,13.24,,12.7,,0.9,,,,,True
cases,2020,year,SO,canton,all,agegroup_food,all,all,50.0,277462.0,18.02,,53.7,,4.0,,,,,True
cases,2020,year,SZ,canton,all,agegroup_food,all,all,20.0,162157.0,12.33,,20.3,,1.6,,,,,True
cases,2020,year,TG,canton,all,agegroup_food,all,all,45.0,282909.0,15.91,,47.0,,3.6,,,,,True
cases,2020,year,TI,canton,all,agegroup_food,all,all,86.0,350986.0,24.5,,78.0,,6.9,,,,,True
cases,2020,year,UR,canton,all,agegroup_food,all,all,9.0,36819.0,24.44,,7.7,,0.7,,,,,True
cases,2020,year,VD,canton,all,agegroup_food,all,all,136.0,814762.0,16.69,,144.7,,10.9,,,,,True
cases,2020,year,VS,canton,all,agegroup_food,all,all,50.0,348503.0,14.35,,64.7,,4.0,,,,,True
cases,2020,year,ZG,canton,all,agegroup_food,all,all,20.0,128794.0,15.53,,22.7,,1.6,,,,,True
cases,2020,year,ZH,canton,all,agegroup_food,all,all,179.0,1553423.0,11.52,,228.7,,14.4,,,,,True
cases,2021,year,AG,canton,all,agegroup_food,all,all,87.0,703086.0,12.37,,102.3,,5.9,,,,,True
cases,2021,year,AI,canton,all,agegroup_food,all,all,0.0,16360.0,0.0,,2.0,,0.0,,,,,True
cases,2021,year,AR,canton,all,agegroup_food,all,all,7.0,55585.0,12.59,,6.0,,0.5,,,,,True
cases,2021,year,BE,canton,all,agegroup_food,all,all,140.0,1047473.0,13.37,,135.3,,9.5,,,,,True
cases,2021,year,BL,canton,all,agegroup_food,all,all,51.0,292817.0,17.42,,56.3,,3.5,,,,,True
cases,2021,year,BS,canton,all,agegroup_food,all,all,41.0,196036.0,20.91,,41.7,,2.8,,,,,True
